nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0000896	Harry Belafonte	1927	\N	soundtrack,actor,producer	tt0116745,tt0053454,tt7349662,tt0308055
nm0000897	Ralph Bellamy	1904	1991	actor,soundtrack	tt0032599,tt0028597,tt0086465,tt0063522
nm0000898	Kathleen Beller	1956	\N	actress	tt0071562,tt0077952,tt0081856,tt0084749
nm0000899	Monica Bellucci	1964	\N	actress,soundtrack	tt0237534,tt0213847,tt0242653,tt0234215
nm0000900	Pamela Bellwood	1944	\N	actress	tt0081856,tt0075648,tt0075359,tt0081485
nm0000901	Jean-Paul Belmondo	1933	2021	actor,producer,stunts	tt0053472,tt0059592,tt0055082,tt0061452
nm0000902	Jim Belushi	1954	\N	actor,music_department,producer	tt0117468,tt0097637,tt0095963,tt0091419
nm0000903	Brian Benben	1956	\N	actor,producer,writer	tt0167547,tt0098780,tt0099817,tt0110939
nm0000904	William Bendix	1906	1964	actor,soundtrack,writer	tt0034798,tt0037017,tt0038369,tt0038453
nm0000905	Roberto Benigni	1952	\N	actor,writer,director	tt0102164,tt0090967,tt0118799,tt0419198
nm0000906	Annette Bening	1958	\N	actress,soundtrack,executive	tt4385888,tt0842926,tt0169547,tt0099703
nm0000907	Richard Benjamin	1938	\N	actor,director,producer	tt0118954,tt0070291,tt0070909,tt0064381
nm0000908	David Bennent	1966	\N	actor	tt0303457,tt0089469,tt0085289,tt0078875
nm0000909	Constance Bennett	1904	1965	actress,soundtrack,producer	tt0029682,tt0024506,tt0030442,tt0023786
nm0000910	Joan Bennett	1910	1990	actress,soundtrack	tt0037469,tt0033873,tt0076786,tt0059978
nm0000911	Nigel Bennett	1949	\N	actor,director,soundtrack	tt0284978,tt0103417,tt5580390,tt0110322
nm0000912	Jack Benny	1894	1974	actor,soundtrack,producer	tt0035446,tt0034780,tt0042116,tt0033457
nm0000913	Robby Benson	1956	\N	actor,director,soundtrack	tt0076500,tt0040053,tt0101414,tt0108778
nm0000914	Robert Benton	1932	\N	writer,director,producer	tt0079417,tt0078346,tt0061418,tt0087921
nm0000915	Bruce Beresford	1940	\N	director,producer,writer	tt0091081,tt0080310,tt0097239,tt4196848
nm0000916	Peter Berg	1964	\N	producer,actor,writer	tt0108724,tt0124198,tt1091191,tt0369339
nm0000917	Polly Bergen	1930	2014	actress,soundtrack,miscellaneous	tt0048893,tt0099329,tt0055824,tt0058266
nm0000918	Helmut Berger	1944	\N	actor,soundtrack	tt0073634,tt0068883,tt0099674,tt0064118
nm0000919	Senta Berger	1941	\N	actress,producer,soundtrack	tt0896680,tt0090465,tt0062657,tt0061568
nm0000920	Patrick Bergin	1951	\N	actor,soundtrack,producer	tt0102797,tt0102945,tt0102340,tt0105112
nm0000921	Andrew Bergman	1945	\N	writer,director,producer	tt0117765,tt0110167,tt0089155,tt0071230
nm0000922	Sandahl Bergman	1951	\N	actress,soundtrack	tt0082198,tt0089893,tt0090009,tt0093171
nm0000923	Busby Berkeley	1895	1976	miscellaneous,director,music_department	tt0029725,tt0025028,tt0027686,tt0026421
nm0000924	Elizabeth Berkley	1972	\N	actress,soundtrack	tt0256524,tt0114436,tt0146838,tt0116313
nm0000925	Steven Berkoff	1937	\N	actor,writer,director	tt0066921,tt1243957,tt0086960,tt0086034
nm0000926	Milton Berle	1908	2002	actor,producer,soundtrack	tt0040041,tt0057193,tt0059410,tt0079588
nm0000927	Irving Berlin	1888	1989	soundtrack,music_department,writer	tt0029852,tt0036430,tt0034862,tt0038370
nm0000928	Sandra Bernhard	1955	\N	actress,soundtrack,writer	tt0103442,tt0085794,tt0138967,tt0102070
nm0000929	Corbin Bernsen	1954	\N	actor,producer,director	tt0110442,tt0491738,tt0373469,tt0097815
nm0000930	Elmer Bernstein	1922	2004	music_department,composer,soundtrack	tt0054047,tt0120891,tt0049833,tt0297884
nm0000931	Elizabeth Berridge	1962	\N	actress	tt0106039,tt0082427,tt0086879,tt0317648
nm0000932	Halle Berry	1966	\N	actress,producer,executive	tt0285742,tt0348836,tt0246460,tt0327554
nm0000933	Valerie Bertinelli	1960	\N	actress,producer,soundtrack	tt0072554,tt0078924,tt0095816,tt0118410
nm0000934	Bernardo Bertolucci	1941	2018	writer,director,producer	tt0070849,tt0065571,tt0093389,tt0117737
nm0000935	Bibi Besch	1942	1996	actress	tt0084726,tt0098384,tt0100814,tt0104118
nm0000936	Martine Beswick	1941	\N	actress,soundtrack	tt0068502,tt0061429,tt0057076,tt0059800
nm0000937	Richard Beymer	1939	\N	actor,cinematographer,editor	tt0098936,tt0226836,tt0055614,tt0056197
nm0000938	Daniela Bianchi	1942	\N	actress	tt0057076,tt0062078,tt0060704,tt0062397
nm0000939	Adrian Biddle	1952	2005	cinematographer,camera_department	tt0103594,tt0434409,tt0103074,tt0090605
nm0000940	Bigas Luna	1946	2013	writer,director,producer	tt0090644,tt0104545,tt0078934,tt0129923
nm0000941	Kathryn Bigelow	1951	\N	director,producer,actress	tt1790885,tt0887912,tt0114558,tt0093605
nm0000942	Theodore Bikel	1924	2015	actor,soundtrack,director	tt0058385,tt0051525,tt0050356,tt0043265
nm0000943	Traci Bingham	1968	\N	actress	tt3572718,tt0373163,tt0211148,tt0096542
nm0000944	Antonia Bird	1951	2013	director,producer	tt0110889,tt0129332,tt0119092,tt0263181
nm0000945	Jane Birkin	1946	\N	actress,soundtrack,director	tt0060176,tt0077413,tt0901473,tt0083908
nm0000946	Whit Bissell	1909	1996	actor,soundtrack	tt0070723,tt0054387,tt0054047,tt0046876
nm0000947	Karen Black	1939	2013	actress,soundtrack,writer	tt0065724,tt0071577,tt0074258,tt0251736
nm0000948	Shane Black	1961	\N	writer,actor,director	tt0093773,tt3799694,tt0373469,tt1300854
nm0000949	Cate Blanchett	1969	\N	actress,producer,writer	tt2402927,tt0127536,tt0167260,tt2334873
nm0000950	Brenda Blethyn	1946	\N	actress,soundtrack,writer	tt0117589,tt0147004,tt0195234,tt0414387
nm0000951	Joan Blondell	1906	1979	actress,soundtrack	tt0077631,tt0059037,tt0050307,tt0022676
nm0000952	Hart Bochner	1956	\N	actor,director,writer	tt0078902,tt0095016,tt0106364,tt0088206
nm0000953	Peter Bogdanovich	1939	\N	actor,director,writer	tt0070510,tt0063671,tt0079843,tt0067328
nm0000954	Jon Bon Jovi	1962	\N	soundtrack,actor,composer	tt0384286,tt0120591,tt0141926,tt0100994
nm0000955	Ward Bond	1903	1960	actor,soundtrack	tt0038650,tt0033870,tt0049730,tt0045061
nm0000956	Lisa Bonet	1967	\N	actress,director,soundtrack	tt0092563,tt0120660,tt0086687,tt0146882
nm0000957	Jan de Bont	1943	\N	cinematographer,producer,camera_department	tt0171363,tt0111257,tt0117998,tt0181689
nm0000958	John Boorman	1933	\N	producer,director,writer	tt0120706,tt0093209,tt0068473,tt0082348
nm0000959	Powers Boothe	1948	2017	actor,soundtrack	tt0108358,tt0848228,tt0114576,tt0401792
nm0000960	Barry Bostwick	1945	\N	actor,soundtrack,producer	tt0117723,tt0084316,tt0073629,tt1811315
nm0000961	Timothy Bottoms	1951	\N	actor,producer	tt0070509,tt0363589,tt0067328,tt0067277
nm0000962	Carole Bouquet	1957	\N	actress,director	tt0082398,tt0098520,tt0281364,tt0398664
nm0000963	Stephen Boyd	1931	1977	actor,soundtrack	tt0060801,tt0059219,tt0052618,tt0060397
nm0000964	Charles Boyer	1899	1978	actor,producer,soundtrack	tt0029855,tt0028739,tt0036855,tt0033722
nm0000965	Danny Boyle	1956	\N	director,producer,writer	tt1542344,tt0289043,tt0111149,tt1010048
nm0000966	Lorraine Bracco	1954	\N	actress,producer,director	tt0141842,tt0104839,tt0112461,tt0099685
nm0000967	Eric Braeden	1941	\N	actor,producer	tt0069658,tt0067065,tt0064177,tt0120338
nm0000968	Sônia Braga	1950	\N	actress,producer,soundtrack	tt0077452,tt0089424,tt0095654
nm0000969	Lillo Brancato	1976	\N	actor,producer	tt0112740,tt0106489,tt0180052,tt0110971
nm0000970	Jonathan Brandis	1976	2003	actor,miscellaneous,director	tt0100240,tt0099864,tt0104670,tt0106126
nm0000971	Nicoletta Braschi	1960	\N	actress,producer	tt0102164,tt0090967,tt6752992,tt0118799
nm0000972	Tinto Brass	1933	\N	actor,director,writer	tt0061493,tt0065161,tt0080491,tt0057942
nm0000973	Benjamin Bratt	1963	\N	actor,producer,director	tt0098844,tt0212346,tt0181865,tt2380307
nm0000974	Walter Brennan	1894	1974	actor,soundtrack	tt0033253,tt0037382,tt0053221,tt0040724
nm0000975	Robert Bresson	1901	1999	writer,director,editor	tt0042619,tt0049902,tt0060138,tt0061996
nm0000976	Martin Brest	1951	\N	director,actor,producer	tt0119643,tt0105323,tt0095631,tt0086960
nm0000977	Beau Bridges	1941	\N	actor,director,producer	tt0413895,tt0097322,tt0467197,tt1033575
nm0000978	Lloyd Bridges	1913	1998	actor,soundtrack,director	tt0083530,tt0102059,tt0080339,tt0107144
nm0000979	Wilford Brimley	1934	2020	actor,stunts	tt0087781,tt0107076,tt0088933,tt0119360
nm0000980	Jim Broadbent	1949	\N	actor,writer,soundtrack	tt1007029,tt1431181,tt0217505,tt0203009
nm0000981	James Brolin	1940	\N	actor,producer,director	tt0070909,tt0077294,tt0078767,tt0181865
nm0000982	Josh Brolin	1968	\N	actor,producer,writer	tt0477348,tt1791528,tt4154756,tt4154796
nm0000983	Albert Brooks	1947	\N	actor,writer,director	tt0101698,tt0089504,tt0092699,tt0780504
nm0000984	Avery Brooks	1948	\N	actor,director,music_department	tt0120609,tt0106145,tt0120586,tt0179626
nm0000985	James L. Brooks	1940	\N	writer,producer,miscellaneous	tt0119822,tt0086425,tt0065314,tt0092699
nm0000986	Bryan Brown	1947	\N	actor,producer,writer	tt0094889,tt0080310,tt0145547,tt2404233
nm0000987	Jim Brown	1936	\N	actor,producer,director	tt0093894,tt0061578,tt0146838,tt0116996
nm0000988	Jerry Bruckheimer	1943	\N	producer,music_department,actor	tt0383574,tt0210945,tt0120591,tt0449088
nm0000989	Yul Brynner	1920	1985	actor,director,producer	tt0054047,tt0049833,tt0070909,tt0049408
nm0000990	Betty Buckley	1947	\N	actress,soundtrack,composer	tt0949731,tt0095174,tt4972582,tt0074285
nm0000991	Geneviève Bujold	1942	\N	actress,soundtrack,writer	tt0077355,tt0064030,tt0094964,tt0088272
nm0000992	Billie Burke	1884	1970	actress,soundtrack	tt0034303,tt0030442,tt0023948,tt0032138
nm0000993	Carol Burnett	1933	\N	soundtrack,actress,producer	tt0083564,tt0082405,tt0061240,tt0105017
nm0000994	Raymond Burr	1917	1993	actor,production_manager,director	tt0197521,tt0061266,tt0047396,tt0087344
nm0000995	Ellen Burstyn	1932	\N	actress,producer,soundtrack	tt0180093,tt0071115,tt0070047,tt0067328
nm0000996	LeVar Burton	1957	\N	actor,director,producer	tt0117731,tt0120844,tt0253754,tt0111280
nm0000997	Gary Busey	1944	\N	actor,soundtrack,producer	tt0105690,tt0093409,tt0077280,tt0102685
nm0000998	Jake Busey	1971	\N	actor,producer,music_department	tt7555294,tt4574334,tt0116365,tt0120201
nm0000999	Red Buttons	1919	2006	actor,soundtrack,miscellaneous	tt0056197,tt0050933,tt0076538,tt0069113
nm0001000	Tom Byron	1961	\N	actor,director,producer	tt0178845,tt0151056,tt0097039,tt2059288
nm0001001	James Caan	1940	\N	actor,soundtrack,director	tt0100157,tt0083190,tt0276919,tt0068646
nm0001002	Dean Cain	1966	\N	actor,producer,writer	tt0250687,tt2528814,tt0313443,tt0106057
nm0001003	Simon Callow	1949	\N	actor,soundtrack,writer	tt0091867,tt0109831,tt0138097,tt0293508
nm0001004	Billy Campbell	1959	\N	actor,camera_department,producer	tt0278435,tt0102803,tt5583512,tt0103874
nm0001005	Jane Campion	1954	\N	writer,director,producer	tt2103085,tt0107822,tt0810784,tt0098725
nm0001006	John Candy	1950	1994	actor,writer,music_department	tt0098554,tt0093748,tt0088161,tt0094012
nm0001007	Dyan Cannon	1937	\N	actress,director,writer	tt0077663,tt0064100,tt0083806,tt0070291
nm0001008	Frank Capra	1897	1991	director,writer,producer	tt0038650,tt0031679,tt0025316,tt0027996
nm0001009	Kate Capshaw	1953	\N	actress,soundtrack,producer	tt0096933,tt0087175,tt0087469,tt0113501
nm0001010	Capucine	1928	1990	actress	tt0057413,tt0054324,tt0064940,tt0085384
nm0001011	Irene Cara	1959	\N	actress,soundtrack,music_department	tt0080716,tt0084688,tt0085549,tt0075249
nm0001012	Claudia Cardinale	1938	\N	actress,soundtrack	tt0056801,tt0057413,tt0083946,tt0064116
nm0001013	Harry Carey Jr.	1921	2012	actor,writer,producer	tt0108358,tt0087363,tt0099528,tt0040724
nm0001014	Mariah Carey	1969	\N	soundtrack,actress,composer	tt0120596,tt4116284,tt0929632,tt0118589
nm0001015	Robert Carlyle	1961	\N	actor,director,soundtrack	tt0129332,tt0117951,tt0119164,tt0143145
nm0001016	David Carradine	1936	2009	actor,producer,soundtrack	tt0072856,tt0074235,tt0490086,tt0378194
nm0001017	John Carradine	1906	1988	actor,soundtrack	tt0084649,tt0049833,tt0032551,tt0031971
nm0001018	Keith Carradine	1949	\N	actor,soundtrack,music_department	tt0073440,tt0409847,tt0773262,tt0348914
nm0001019	Robert Carradine	1954	\N	actor,producer,soundtrack	tt0116225,tt0306841,tt0088000,tt0228333
nm0001020	Katrin Cartlidge	1961	2002	actress	tt0120681,tt0118818,tt0115751,tt0107653
nm0001021	Veronica Cartwright	1949	\N	actress,soundtrack	tt0094332,tt0078748,tt0056869,tt0257106
nm0001022	Dana Carvey	1955	\N	actor,writer,soundtrack	tt0072562,tt0295427,tt0108525,tt0105793
nm0001023	John Cassavetes	1929	1989	actor,director,writer	tt0063522,tt0072417,tt0061578,tt0087644
nm0001024	Nick Cassavetes	1959	\N	actor,director,writer	tt0092240,tt0119094,tt0138304,tt1078588
nm0001025	Seymour Cassel	1935	2019	actor,soundtrack,miscellaneous	tt0104503,tt0362270,tt0099422,tt0128445
nm0001026	Joanna Cassidy	1945	\N	actress,soundtrack,producer	tt0083658,tt0098051,tt0248654,tt0096438
nm0001027	Shaun Cassidy	1958	\N	producer,writer,actor	tt0075513,tt0460651,tt0111880,tt0233491
nm0001028	Maxwell Caulfield	1959	\N	actor,soundtrack,producer	tt0088496,tt0119987,tt0112950,tt0084021
nm0001029	Jim Caviezel	1968	\N	actor,producer	tt0120863,tt0335345,tt0462465,tt0186151
nm0001030	John Cazale	1935	1978	actor,cinematographer,editor	tt0068646,tt0071562,tt0071360,tt0072890
nm0001031	Claude Chabrol	1930	2010	director,writer,actor	tt0051404,tt0120018,tt0112769,tt0096336
nm0001032	Marilyn Chambers	1952	2009	actress,writer,soundtrack	tt0087475,tt1328912,tt0085167,tt0076590
nm0001033	Lon Chaney Jr.	1906	1973	actor,soundtrack	tt0034398,tt0035899,tt0040068,tt0044706
nm0001034	Rosalind Chao	1957	\N	actress	tt5865326,tt7645122,tt0107282,tt4566758
nm0001035	Ben Chaplin	1970	\N	actor,soundtrack	tt0117979,tt0120863,tt0264935,tt1235124
nm0001036	Geraldine Chaplin	1944	\N	actress,writer,soundtrack	tt0464141,tt0287467,tt0073440,tt1649419
nm0001037	Graham Chapman	1941	1989	writer,actor,soundtrack	tt0071853,tt0085959,tt0079470,tt0063929
nm0001038	Josh Charles	1971	\N	actor,director,soundtrack	tt0165961,tt0097165,tt0430105,tt0257076
nm0001039	David Charvet	1972	\N	actor,soundtrack	tt0096542,tt0496375,tt0103491,tt0112464
nm0001040	Joan Chen	1961	\N	actress,director,producer	tt0110725,tt0093389,tt0452631,tt0113492
nm0001041	Maggie Cheung	1964	\N	actress,soundtrack	tt0101258,tt0299977,tt0117905,tt0118694
nm0001042	Lois Chiles	1947	\N	actress,soundtrack	tt0077413,tt0092699,tt0079574,tt0120179
nm0001043	Anna Chlumsky	1980	\N	actress	tt0102492,tt0110613,tt1759761,tt0113188
nm0001044	Rae Dawn Chong	1961	\N	actress,soundtrack,director	tt0088944,tt0088939,tt0082484,tt1588334
nm0001045	Tommy Chong	1938	\N	actor,soundtrack,writer	tt0080520,tt0082163,tt0078446,tt2948356
nm0001046	Julie Christie	1940	\N	actress,soundtrack	tt0491747,tt0059084,tt0060390,tt0059113
nm0001047	Michael Cimino	1939	2016	writer,director,producer	tt0080855,tt0067756,tt0090350,tt0077416
nm0001048	Andrew Dice Clay	1957	\N	actor,producer,writer	tt1517451,tt0098987,tt1674771,tt2334873
nm0001049	Jill Clayburgh	1944	2010	actress,soundtrack	tt0439289,tt0079948,tt0078444,tt1478338
nm0001050	Montgomery Clift	1920	1966	actor,writer,soundtrack	tt0043924,tt0045793,tt0055031,tt0040724
nm0001051	Bill Clinton	1946	\N	producer,actor,writer	tt7466880,tt7689964,tt0108515,tt12660626
nm0001052	Kurt Cobain	1967	1994	soundtrack,composer,actor	tt0116695,tt0465602,tt0832266,tt0203009
nm0001053	Ethan Coen	1957	\N	producer,writer,director	tt2042568,tt1019452,tt6412452,tt0116282
nm0001054	Joel Coen	1954	\N	producer,writer,director	tt6412452,tt0101410,tt1019452,tt0116282
nm0001055	Claudette Colbert	1903	1996	actress,soundtrack	tt0025316,tt0036367,tt0037280,tt0043041
nm0001056	Dabney Coleman	1932	\N	actor,miscellaneous,soundtrack	tt0128853,tt0086567,tt0080319,tt0082846
nm0001057	Toni Collette	1972	\N	actress,producer,soundtrack	tt0274558,tt7784604,tt0276751,tt0167404
nm0001058	Joan Collins	1933	\N	actress,producer,soundtrack	tt0081856,tt0158622,tt0075989,tt0048283
nm0001059	Robbie Coltrane	1950	\N	actor,soundtrack,writer	tt1201607,tt0295297,tt0241527,tt0105977
nm0001060	Chris Columbus	1958	\N	producer,writer,director	tt0295297,tt0294870,tt1454029,tt0241527
nm0001061	Holly Marie Combs	1973	\N	actress,producer,writer	tt0104139,tt0103512,tt0158552,tt0096969
nm0001062	Jeffrey Combs	1954	\N	actor,miscellaneous	tt1999995,tt0116365,tt0089885,tt0099180
nm0001063	Jeff Conaway	1950	2011	actor,soundtrack,producer	tt0077631,tt0077089,tt0105946,tt0155776
nm0001064	Jason Connery	1963	\N	actor,director,producer	tt3467914,tt0184894,tt1937506
nm0001065	Harry Connick Jr.	1967	\N	actor,soundtrack,music_department	tt0112722,tt0119313,tt0431308,tt0129167
nm0001066	Robert Conrad	1935	2020	actor,director,soundtrack	tt0076993,tt0080132,tt0116705,tt0073961
nm0001067	Jackie Coogan	1914	1984	actor,miscellaneous,soundtrack	tt0013450,tt0058855,tt0021483,tt0012349
nm0001068	Sofia Coppola	1971	\N	actress,director,writer	tt0099674,tt0335266,tt0159097,tt5592248
nm0001069	Bud Cort	1948	\N	actor,director,writer	tt0200550,tt0066026,tt0067185,tt0362270
nm0001070	Bill Cosby	1937	\N	actor,writer,music_department	tt0086687,tt0093405,tt0058816,tt0063871
nm0001071	Annie Costner	1984	\N	producer,actress,director	tt0119925,tt0099348,tt0112435,tt5994270
nm0001072	Joseph Cotten	1905	1994	actor,soundtrack,writer	tt0036855,tt0041959,tt0070723,tt0033467
nm0001073	Courteney Cox	1964	\N	actress,producer,director	tt0233142,tt0117571,tt0108778,tt0134084
nm0001074	Ronny Cox	1938	\N	actor,soundtrack,writer	tt0086960,tt0068473,tt0093870,tt0100802
nm0001075	Peter Coyote	1941	\N	actor,miscellaneous,writer	tt0281358,tt0104779,tt0083866,tt0129290
nm0001076	Joan Crawford	1906	1977	actress,soundtrack,writer	tt0046446,tt0056687,tt0042376,tt0037913
nm0001077	Richard Crenna	1926	2003	actor,director,soundtrack	tt0107144,tt0089880,tt0083944,tt0095956
nm0001078	Bing Crosby	1903	1977	soundtrack,actor,producer	tt0046874,tt0049314,tt0047673,tt0036872
nm0001079	Scatman Crothers	1910	1986	actor,soundtrack	tt0081505,tt0065421,tt0073486,tt0086491
nm0001080	Lindsay Crouse	1948	\N	actress,soundtrack,miscellaneous	tt0115571,tt0076723,tt0140352,tt0074119
nm0001081	Cameron Crowe	1957	\N	writer,producer,director	tt0181875,tt0116695,tt0105415,tt0259711
nm0001082	Billy Crudup	1968	\N	actor,soundtrack	tt0181875,tt0343737,tt0409459,tt0319061
nm0001083	Jon Cryer	1965	\N	actor,soundtrack,director	tt0102059,tt0094074,tt0369179,tt0091790
nm0001084	Ice Cube	1969	\N	soundtrack,producer,actor	tt0195945,tt1408253,tt0101507,tt0113118
nm0001085	Kieran Culkin	1982	\N	actor	tt0446029,tt0124315,tt0280760,tt1333125
nm0001086	Alan Cumming	1965	\N	actor,producer,soundtrack	tt0113189,tt0290334,tt0254099,tt0362165
nm0001087	Lee Curreri	1961	\N	actor,composer,sound_department	tt0083412,tt0080716,tt0480239,tt0405473
nm0001088	Peter Cushing	1913	1994	actor,art_department,soundtrack	tt0050280,tt0076759,tt0068713,tt0051554
nm0001089	Henry Czerny	1959	\N	actor	tt0383216,tt0117060,tt0109444,tt7798634
nm0001090	Joe D'Amato	1936	1999	director,cinematographer,camera_department	tt0085183,tt0068972,tt0089091,tt0083565
nm0001091	Patti D'Arbanville	1951	\N	actress	tt0082763,tt1126618,tt0197182,tt0116277
nm0001092	Mark Dacascos	1964	\N	actor,stunts,director	tt6146586,tt0237534,tt0107750,tt0106761
nm0001093	John Dahl	1956	\N	director,art_department,writer	tt0105226,tt0128442,tt0110308,tt0097662
nm0001094	Roald Dahl	1916	1990	writer,actor,soundtrack	tt0100944,tt0067992,tt0062512,tt0047708
nm0001095	Béatrice Dalle	1964	\N	actress,soundtrack	tt0856288,tt0090563,tt10272534,tt0102536
nm0001096	Timothy Dalton	1946	\N	actor,soundtrack	tt0093428,tt0080745,tt0425112,tt0097742
nm0001097	Charles Dance	1946	\N	actor,director,writer	tt0107362,tt0944947,tt0280707,tt2084970
nm0001098	Rodney Dangerfield	1921	2004	actor,writer,soundtrack	tt0080487,tt0090685,tt0085470,tt0102813
nm0001099	Jeff Daniels	1955	\N	actor,producer,soundtrack	tt0089853,tt2080374,tt0367089,tt0109686
nm0001100	Blythe Danner	1943	\N	actress,soundtrack	tt3236120,tt0434139,tt1092026,tt0212338
nm0001101	Ted Danson	1947	\N	actor,producer,soundtrack	tt0082089,tt0083399,tt0174378,tt0094137
nm0001102	Joe Dante	1946	\N	director,producer,miscellaneous	tt0082533,tt0122718,tt0093260,tt0087363
nm0001103	Tony Danza	1951	\N	actor,producer,director	tt0109127,tt0077089,tt2229499,tt0086827
nm0001104	Frank Darabont	1959	\N	writer,producer,director	tt0120689,tt0884328,tt0111161,tt1520211
nm0001105	Linda Darnell	1923	1965	actress,soundtrack	tt0039391,tt0037691,tt0041587,tt0042792
